Item Name,MRP,Purchase Rate,Quantity,Expiry Date,Batch Number,Discount %,Discount Value,GST %,GST Value,Amount,Billing Date
NEXIFLO EYE DROP 5ML,120,86,1,01-10-2022,2EK29K,1.96,1.69,12,84.31,94.43,15-Nov-21
CALACREME 15GM,34,24.29,1,10-04-2024,C-126,1.96,0.48,12,23.81,26.67,15-Nov-21
SAAZ DS TAB 10 S,131.95,94.25,1,10-05-2024,ECM061013AS,4,3.77,12,90.48,101.34,15-Nov-21
ZERODOL-P TAB 10 SA,54.95,39.26,5,10-06-2023,FRW601087AS,4,7.85,12,188.45,211.07,15-Nov-21
DECOMIC EYE DROP 10ML,76.81,54.87,1,10-05-2022,JDC106,4,2.19,12,52.68,59,15-Nov-21
CLOPITAB-A 75MG 15 SB,91.25,65.18,2,11-01-2022,J103249,4,5.21,12,125.15,140.17,15-Nov-21
ROZUCOR-F 10mg TAB 10 SF,192,137.14,1,10-02-2023,48921158,4,5.49,12,131.65,147.45,15-Nov-21
CILACAR T 80 TAB 10 S,184.79,132,1,10-05-2023,K3T21005,4,5.28,12,126.72,141.92,15-Nov-21
NICARDIA XL 30 TAB,130.07,92.91,1,10-05-2023,PNB21006,4,3.72,12,89.19,99.89,15-Nov-21
CALCIDEF TAB,150,101.7,1,10-06-2023,SIC1796A,3,3.05,18,98.65,116.41,15-Nov-21
TORLEVA 250 TAB,65.25,46.61,1,10-08-2022,2978G009,3,1.4,12,45.21,50.63,15-Nov-21
EVECARE TAB 30 S,145,99.69,1,10-05-2024,372100942,3,2.99,12,96.7,108.3,15-Nov-21
ALL 9-D CAP 10 SBB,222,158.57,1,10-07-2023,PABCB77,3,4.76,12,153.81,172.27,15-Nov-21
POLYBION-LC SYP 250ML,174,124.29,1,11-02-2023,1280C84803,3,3.73,12,120.56,135.02,15-Nov-21
GABAPIN-ME 300 TAB 10 S,200,142.86,2,10-08-2023,N2102892,3,8.57,12,277.15,310.41,15-Nov-21
OFLOMAC M FORTE 30ML,36.7,26.22,1,10-05-2024,KOA221007A,3,0.79,12,25.43,28.49,15-Nov-21
TERBINAFORCE CREAM 10GM,66.55,47.54,1,10-02-2023,C3AIU003,3,1.43,12,46.11,51.65,15-Nov-21
FORACORT 1 RESPULES 2ML,74.43,53.16,5,10-01-2023,SA12136,3,7.97,12,257.83,288.77,15-Nov-21
TELMIKIND- 40 TAB 10 S,34.85,24.89,1,10-06-2023,B5IAU216,3,0.75,12,24.14,27.04,15-Nov-21
GUTCLEAR SYP 200ML,259.4,185.29,1,10-07-2024,Z86AF21013,3,5.56,12,179.73,201.29,15-Nov-21
CLARIBID 500MG TAB 10 S,553.55,395.39,1,10-05-2023,MBG0076,5,19.77,12,375.62,420.7,15-Nov-21
CLOPILET TAB 15 SF,116.86,83.47,2,10-04-2023,GTC0951,5,8.35,12,158.59,177.63,15-Nov-21
DIAMICRON XR 60 TAB 14 S,196,140,2,10-05-2024,VS172107,5,14,12,266,297.92,15-Nov-21
DOXT-SL CAP 10 SF,100,71.43,9,10-06-2023,58CDS1192,5,32.14,12,610.73,684.01,15-Nov-21
FARONEM-200 TAB,942,672.86,1,11-02-2022,PEY0062,5,33.64,12,639.22,715.92,15-Nov-21
FEBUGET 40 TAB,178.5,127.5,2,11-01-2023,SIC1755A,5,12.75,12,242.25,271.33,15-Nov-21
FLAVEDON-MR TAB 10 SBY,130.9,93.5,1,10-04-2024,VS52107,5,4.68,12,88.82,99.48,15-Nov-21
GABANTIN FORTE TAB 10SF,189,135,2,10-07-2022,GTC1298A,5,13.5,12,256.5,287.28,15-Nov-21
MONTEK LC TAB 10 SA,197,140.71,5,10-01-2024,SIC2098A,5,35.18,12,668.37,748.57,15-Nov-21
NITROCONTIN 2.6MG 25 S,257,183.57,2,10-03-2023,D01121,5,18.36,12,348.78,390.64,15-Nov-21
PRAZOPRESS XL 5 TAB 30 S,415,296.43,1,10-03-2023,GTC0703A,5,14.82,12,281.61,315.41,15-Nov-21
THYRONORM 100MG 100 S,160.28,114.49,1,10-04-2023,AEG1576,5,5.72,12,108.77,121.83,15-Nov-21
VELTAM- 0.4MG TAB 15 SA,156,111.43,1,10-06-2024,N2102156,5,5.57,12,105.86,118.56,15-Nov-21
XIGDUO XR 10/1000MG TAB,418.6,299,2,10-05-2023,MK0218,5,29.9,12,568.1,636.28,15-Nov-21
SUFRATE TP OINT 15GM,115,82.14,1,10-02-2023,TP2106,4,3.29,12,78.85,88.31,15-Nov-21
ALEX JUNIOR SYP 60ML,82,58.57,1,11-01-2022,11202162,4,2.34,12,56.23,62.97,15-Nov-21
SOBISIS TAB,38,27.14,4,10-02-2024,D2211093,4,4.34,12,104.22,116.72,15-Nov-21
DAPCARD M 5/500 TAB,120,85.71,1,10-01-2023,21S2GTC717,4,3.43,12,82.28,92.16,15-Nov-21
DAPCARD M 5/1000 TAB,130,92.86,1,10-01-2023,21SGTC718,4,3.71,12,89.15,99.85,15-Nov-21
DAPAZOL M 10/500 TAB,130,92.86,2,11-02-2022,21S2GTC426,4,7.43,12,178.29,199.69,15-Nov-21
DAPAZOL M 10/1000 TAB,140,100,1,11-02-2022,21S2GTC543,4,4,12,96,107.52,15-Nov-21
FOLINEXT GOLD TAB,140,100,1,10-05-2023,21S2GTB839,4,4,12,96,107.52,15-Nov-21
NEURICA NT TAB,170,121.43,2,10-07-2023,NEBS0007,4,9.71,12,233.15,261.13,15-Nov-21
NATRILIX-SR TAB 10 SA,119.9,85.64,1,10-04-2024,VS142101,4,3.43,12,82.21,92.07,15-Nov-21
VIRCOCO OIL 200ML,230,175.24,1,10-04-2023,VC20,4,7.01,5,168.23,176.65,15-Nov-21
GLITARAY M-2 TAB,152.8,109.15,3,10-06-2023,GLMH-21006,4,13.1,12,314.35,352.07,15-Nov-21
MIRTEX 7.5 TAB,115.96,82.83,2,10-07-2023,AL210803190,4,6.63,12,159.03,178.11,15-Nov-21
ALL LIV 10 SYP 200ML,170,115.25,1,11-02-2022,EHAL316,4,4.61,18,110.64,130.56,15-Nov-21
TELSAR BETA 50 TAB,214,152.86,1,10-02-2023,132921028,4,6.11,12,146.75,164.37,15-Nov-21
TAZLOC 40MG TAB 10 SF,73.58,52.56,1,10-05-2023,48015844,4,2.1,12,50.46,56.52,15-Nov-21
RAPEED-D CAP 10 SF,112,80,5,10-03-2023,21441534,4,16,12,384,430.08,15-Nov-21
LOBAZAM MD 5 10TAB,57.64,41.17,1,10-04-2023,GTC0095A,4,1.65,12,39.52,44.26,15-Nov-21
REVLAMER-800 TAB,175,125,3,01-10-2022,GKC0479A,4,15,12,360,403.2,15-Nov-21
COSKLOT MF TAB,313.15,223.68,1,11-02-2022,CCF21001,4,8.95,12,214.73,240.49,15-Nov-21
SUMO L PLUS DS SYP 100ML,75,53.57,5,11-02-2022,21490018,4,10.71,12,257.14,288,15-Nov-21
STORVAS-5mg TAB 15 SF,95.75,68.39,2,10-03-2023,SIC1131C,4,5.47,12,131.31,147.07,15-Nov-21
CORIMINIC LS SYP 100ML,96.7,69.07,1,10-06-2022,ACL20703,4,2.76,12,66.31,74.27,15-Nov-21
ESREDEP PLUS TAB,73,52.14,2,10-05-2023,MNT385,4,4.17,12,100.11,112.13,15-Nov-21
ESREDEP PLUS TAB,73,52.14,1,10-03-2023,MNT-218,4,2.09,12,50.05,56.05,15-Nov-21
FEBUGET 40 TAB,178.5,127.5,1,10-07-2023,SIC0537A,4,5.1,12,122.4,137.08,15-Nov-21
GLUCOBAY 50mg TAB 10 S,146,104.29,2,10-08-2023,PB21113,4,8.34,12,200.24,224.26,15-Nov-21
LIBRAX TAB 20 S,152.18,108.7,5,10-08-2024,LXA21024,4,21.74,12,521.76,584.38,15-Nov-21
MONTEK LC KID TAB 10S,107,76.43,1,10-08-2023,STC22914A,4,3.06,12,73.37,82.17,15-Nov-21
MOX CLAV DROPS 10ML,87,62.14,1,10-02-2023,DFC3501A,4,2.49,12,59.65,66.81,15-Nov-21
NEXITO-FORTE TAB 10 SF,140,100,1,10-05-2023,GTC1065A,4,4,12,96,107.52,15-Nov-21
NEXITO-FORTE TAB 10 SF,140,100,1,10-03-2023,GTC0744A,4,4,12,96,107.52,15-Nov-21
OLMARK 40 TAB,275,196.43,1,10-04-2023,N2101206,4,7.86,12,188.57,211.19,15-Nov-21
SAAZ DS TAB 10 S,131.95,94.25,2,10-05-2024,ECM061012AS,4,7.54,12,180.96,202.68,15-Nov-21
SOCRIL CAP 10 S,149,101.02,2,10-09-2022,RUY0031,4,8.08,18,193.96,228.88,15-Nov-21
SUSTEN 200 CAP 10 S,295,210.71,1,10-04-2023,GTC0676A,4,8.43,12,202.28,226.56,15-Nov-21
TENGLYN M 500MG,191.6,136.86,1,10-06-2023,I103409,4,5.47,12,131.39,147.15,15-Nov-21
TSART TRIO 6.25MG 10S,176,125.72,1,10-02-2023,TTS21003SS,4,5.03,12,120.69,135.17,15-Nov-21
ZOCEF 500MG TAB 10 S,810,578.56,1,10-03-2023,21180560,4,23.14,12,555.42,622.08,15-Nov-21
LOBAZAM-5mg TAB 10 SBW,57.64,41.17,3,10-04-2024,SIC1408A,3,3.71,12,119.8,134.18,16-Nov-21
LOBAZAM-10mg TAB 10 SBW,101.37,72.41,2,10-06-2024,SIC1912A,3,4.34,12,140.48,157.34,16-Nov-21
ALDO-AT 50 TAB 10 S,43.85,31.32,3,01-10-2023,16A20T04,2,1.88,12,92.08,103.12,16-Nov-21
GLYCIPHAGE 850MG TAB 10 S,25.3,18.07,3,10-07-2025,2003A,2,1.08,12,53.13,59.51,16-Nov-21
TELVAS-AM 80/5 TAB 10 SF,120,85.71,1,10-05-2023,BPF211504,4,3.43,12,82.28,92.16,16-Nov-21
AMLOPRES 2.5MG TAB 15 S,26.98,19.27,1,10-04-2022,SN01865,4,0.77,12,18.5,20.72,16-Nov-21
METSMALL-VX 500 TAB,135,96.43,2,10-02-2023,E2101654,4,7.71,12,185.15,207.37,16-Nov-21
CANDID B CREAM 20GM,133.5,95.36,1,10-05-2023,11210872,4,3.81,12,91.55,102.53,16-Nov-21
RENOLEN EYE DROP 10ML,71.5,51.07,1,10-05-2024,RAN3FCA3,4,2.04,12,49.03,54.91,16-Nov-21
MUCAINE GEL(MINT) 350ML,228.35,163.1,1,10-07-2024,2120098E,4,6.52,12,156.58,175.36,16-Nov-21
DEPLATT-75mg TAB 15 S BOX,86.95,62.11,1,10-03-2023,2Y32H009,4,2.48,12,59.63,66.79,16-Nov-21
DEPLATT-75mg TAB 15 S BOX,86.95,62.11,2,10-03-2023,CK0221002,4,4.97,12,119.25,133.57,16-Nov-21
ATIVAN 1MG TAB 30 S,68.36,52.62,2,10-05-2025,FD5243,2,2.1,12,103.14,115.52,16-Nov-21
AZTOR-ASP 75 CAP 10 SF,35.25,25.18,2,10-07-2023,GKC1342A,2,1.01,12,49.35,55.27,16-Nov-21
CEPODEM-100 TAB 10 S,131,93.57,1,11-02-2022,DFC0119A,2,1.87,12,91.7,102.7,16-Nov-21
OBIMET-SR 500 TAB 15 S,32.01,22.86,2,10-07-2023,C043021012,2,0.91,12,44.81,50.19,16-Nov-21
PENTANERV M TAB,199.5,142.5,1,10-02-2023,21440725,2,2.85,12,139.65,156.41,16-Nov-21
PIOGLIT-7.5mg TAB 10 SBW,66,47.14,2,10-03-2023,GKC0542A,2,1.89,12,92.39,103.47,16-Nov-21
PROLOMET XL 25 TAB 10 S,45.24,32.31,2,10-06-2023,GTC1352A,2,1.29,12,63.33,70.93,16-Nov-21
SOLVIN-COLD TAB 10 SA,51.1,36.6,5,10-04-2023,HTL071006AK,2,3.66,12,179.34,200.86,16-Nov-21
VITAMIN - A 10 S,7.84,5.6,5,10-03-2023,PMG0027,2,0.56,12,27.44,30.74,16-Nov-21
ZAVAMET 500 TAB,93,66.43,2,10-05-2023,N2101717,2,2.66,12,130.2,145.82,16-Nov-21
ALLEGRA 120MG TAB 10 S,198.93,142.1,2,10-07-2023,1NG026,2,5.68,12,278.52,311.94,16-Nov-21
BILASURE-M TAB,172,122.86,2,10-08-2023,PDY0054,2,4.91,12,240.81,269.71,16-Nov-21
OLVANCE AM 40MG TAB 10 S,219,156.43,1,11-02-2023,SIC2013B,2,3.13,12,153.3,171.7,16-Nov-21
URSOCOL 300 TAB,476,362.67,1,10-05-2023,GTC1753A,2,7.25,5,355.42,373.2,16-Nov-21
ISTAMET-50/1000 TAB 15 S,416.42,297.44,1,10-02-2023,IMB21018,2,5.95,12,291.49,326.47,16-Nov-21
GATILOX-DM DROP 10ML,25.5,18.21,1,10-08-2023,FTY0029,2,0.36,12,17.85,19.99,16-Nov-21
DYTOR-5 TAB 15 SBW,59.29,42.35,2,10-06-2024,SN11252,2,1.69,12,83.01,92.97,16-Nov-21
MOXICIP EYE DROP 5ML,190.33,135.95,1,10-06-2023,L010127,2,2.72,12,133.23,149.21,16-Nov-21
CEFTAS-200 TAB 10 S,83.82,59.87,1,10-05-2023,L1521282,2,1.2,12,58.67,65.71,16-Nov-21
ZERODOL-CR TAB 10 SA,75.75,54.1,3,10-06-2023,BTK010104,2,3.25,12,159.05,178.13,16-Nov-21
ATORMAC CV 10 TAB 10 SF,184.8,132,1,10-06-2023,20S2GCA57,2,2.64,12,129.36,144.88,16-Nov-21
TENLIP-M FORTE TAB,207.75,148.39,2,10-04-2023,21S2GTA548,2,5.94,12,290.84,325.74,16-Nov-21
ATORVA 20 TAB,223.7,159.79,1,10-05-2023,1102847,2,3.2,12,156.59,175.39,16-Nov-21
THYRONORM 12.5 100 S,181.05,129.32,1,10-05-2023,AEG1920,2,2.59,12,126.73,141.93,16-Nov-21
DIAVIT -PLUS CAP 10 SBB,127.4,91,1,10-08-2023,F21052,2,1.82,12,89.18,99.88,16-Nov-21
MACTOR-ASP-75 CAP 10 SF,40.5,28.93,1,11-01-2022,TF21F188,2,0.58,12,28.35,31.75,16-Nov-21
OVALIFE TAB 15 S,145,103.57,2,10-03-2023,KOW21003A,2,4.14,12,203,227.36,16-Nov-21
CHYMORAL FORTE 20 S,405.2,289.43,2,10-02-2023,WBA9B002,2,11.58,12,567.28,635.36,16-Nov-21
NEXITO 5MG TAB 10 SBY,51.18,36.56,4,10-06-2023,SIC1934A,2,2.92,12,143.32,160.52,16-Nov-21
ROZAVEL 10MG 10 SA,177,126.43,2,11-02-2023,SIC2108A,2,5.06,12,247.8,277.54,16-Nov-21
GABAPIN NT TAB 15 S,428,305.71,3,10-05-2024,K2101240,2,18.34,12,898.79,1006.65,16-Nov-21
LEVERA-500MG TAB,199.08,142.2,3,10-06-2023,N2101960,2,8.53,12,418.07,468.23,16-Nov-21
SOLVIN LS SYRUP 60ML,76.75,54.82,1,11-02-2022,SLS21001,2,1.1,12,53.72,60.16,16-Nov-21
CANDID B CREAM 10GM,97.5,69.64,6,11-01-2022,11202043,2,8.36,12,409.48,458.62,16-Nov-21
NUPENTA-40 TAB 10 SA,50,35.71,10,10-05-2024,KND21004B,2,7.14,12,349.96,391.96,16-Nov-21
DERIVA BPO GEL 15GM,399,285.01,1,11-02-2022,10210161,2,5.7,12,279.31,312.83,16-Nov-21
MET XL TRIO 25 TAB 10 S,150,107.14,1,10-07-2023,GT0571H,2,2.14,12,105,117.6,16-Nov-21
BENZAC AC 2.5% 20GM,124,88.57,1,10-06-2023,GX93,2,1.77,12,86.8,97.22,16-Nov-21
CARTIGEN PRO TAB,550,372.88,1,10-03-2023,CARY21019,2,7.46,18,365.42,431.2,16-Nov-21
BP-LAX SYP 200ML,120,85.72,1,10-09-2022,58,2,1.71,12,84.01,94.09,16-Nov-21
DAPAMAC M 10/1000 TAB,132.5,94.43,1,10-06-2023,MT212834,2,1.89,12,92.54,103.64,16-Nov-21
ALVIROZ TRIO CAP 10 S,140,100,1,10-04-2023,SC21-133,2,2,12,98,109.76,16-Nov-21
GLYROVA-10 TAB,117,82.37,1,10-04-2023,TLT2736,2,1.65,12,80.72,90.4,16-Nov-21
GLYSARTAN 40 TAB,77,54.21,1,10-04-2023,UD2T21388,2,1.08,12,53.13,59.51,16-Nov-21
REXFLORA Z CAP,82.5,55.93,1,11-01-2022,HPFC291,2,1.12,18,54.81,64.67,16-Nov-21
CALMATCH XT TAB 10 S,160,108.47,4.5,11-01-2022,FT0919A,2,9.76,18,478.36,564.46,16-Nov-21
CILAPAM FN TAB,212.6,151.86,1,10-06-2023,NT213128,2,3.04,12,148.82,166.68,16-Nov-21
METLIN NT TAB,362.37,258.84,1,10-05-2023,PENEQ08,2,5.18,12,253.66,284.1,16-Nov-21
ZIFI 100 DT TAB 10 S,79,56.43,1,11-01-2022,011F022,2,1.13,12,55.3,61.94,16-Nov-21
CILAPAM-H TAB 10 SBOX,135.92,97.09,1,10-06-2023,ARTN-286,2,1.94,12,95.15,106.57,16-Nov-21
NITRO-2.6 TAB,199.9,142.79,1,10-07-2023,NT26T305,2,2.86,12,139.93,156.73,16-Nov-21
ULTRALAX SYP 100ML,92.9,66.36,1,10-06-2023,21G-101,2,1.33,12,65.03,72.83,16-Nov-21
AUGMENTIN 375 TAB,229,163.57,1,11-02-2022,MB229,4,6.54,12,157.03,175.87,16-Nov-21
BROZEET LS PLUS 100ML,108.55,77.54,2,10-03-2022,BP0548005,4,6.2,12,148.88,166.74,16-Nov-21
CILAHEART T TAB,97.4,69.57,1,10-04-2023,A1HMU015,4,2.78,12,66.79,74.81,16-Nov-21
DIGENE ORANGE TAB,18.15,12.96,5,10-08-2023,210102D7,4,2.59,12,62.21,69.67,16-Nov-21
DIGENE (MINT) TAB 15 S,19.96,14.26,5,10-04-2024,290005D7,4,2.85,12,68.45,76.67,16-Nov-21
ESREDEP PLUS TAB,73,52.14,1,10-05-2023,MNT385,4,2.09,12,50.05,56.05,16-Nov-21
GABAPIN NT TAB 15 S,428,305.72,1,10-04-2024,N2101203,4,12.23,12,293.49,328.71,16-Nov-21
HOMO 16D TAB,238,170,1,11-01-2022,RT-210666,4,6.8,12,163.2,182.78,16-Nov-21
MOX 250MG CAP 15 s,37.1,26.5,1,10-03-2023,DFC1415A,4,1.06,12,25.44,28.5,16-Nov-21
MOX 500MG CAP 15 S,108.7,77.64,1,10-07-2023,DFC2894A,4,3.11,12,74.53,83.47,16-Nov-21
NANOFAST GEL 30GM,135,96.43,1,10-05-2023,NN21018,4,3.86,12,92.57,103.67,16-Nov-21
NEUROBION PLUS TAB,104.3,74.5,1,10-02-2023,1161C83904,4,2.98,12,71.52,80.1,16-Nov-21
PANTAKIND DSR 10 S,88.55,63.25,5.5,11-02-2022,13HPU013,4,13.92,12,333.96,374.04,16-Nov-21
REJUNEX-OD CAP 10 SBR,179,127.86,1,10-07-2022,N2100527,4,5.11,12,122.75,137.49,16-Nov-21
RESWAS SYP 120ML,108.75,77.68,1,10-08-2023,CT10158,4,3.11,12,74.57,83.51,16-Nov-21
RISDONE PLUS 10TAB,65,46.43,1,10-06-2024,N2102184,4,1.86,12,44.57,49.91,16-Nov-21
ROSIFLEX TRIO CAP 14 S,746.9,506.37,1,10-08-2022,GRT21003,4,20.25,18,486.12,573.62,16-Nov-21
T-BACT OINT 15GM,319.3,228.07,1,11-01-2022,EL481,4,9.12,12,218.95,245.23,16-Nov-21
TGLIP-M 1000 TAB,308,220,1,10-02-2023,N2100856,4,8.8,12,211.2,236.54,16-Nov-21
TRYPTOMER 25MG TAB 30 S,75.94,54.24,2,10-03-2024,D2100209,4,4.34,12,104.14,116.64,16-Nov-21
UNIENZYME TAB 15 S,64.25,45.89,5,10-08-2022,98E9H033,4,9.18,12,220.27,246.71,16-Nov-21
GALVUSMET 50/1000 TAB,348,248.58,2,10-09-2022,747MLCAI,5,24.86,12,472.3,528.98,16-Nov-21
GLYXAMBI 10/5 TAB,710,532.5,1,10-05-2023,4846,5,26.63,12,505.87,566.57,16-Nov-21
MET XL 50MG TAB,129.65,92.61,1,10-03-2024,GT0851D,5,4.63,12,87.98,98.54,16-Nov-21
MIRTAZ 15MG TAB 10 SBY,120,85.71,1,10-07-2024,SIC2179A,5,4.29,12,81.42,91.2,16-Nov-21
NEXOVAS-O 40 TAB,191,136.43,2,11-02-2022,TNK21001A,5,13.64,12,259.22,290.32,16-Nov-21
OMEZ- DSR CAP 15 S,177.5,126.79,10,10-08-2023,E2102819,5,63.4,12,1204.5,1349.04,16-Nov-21
PROLOMET XL 25 TAB 10 S,45.24,32.32,2,10-04-2023,GTC0931A,5,3.23,12,61.41,68.77,16-Nov-21
RECLIDE-XR-60 TAB 14 SBW,197.14,140.82,1,10-06-2024,E2102370,5,7.04,12,133.78,149.84,16-Nov-21
REFRESH TEARS EYE DROP 10ML,143.35,110.34,1,10-06-2023,95202,5,5.52,12,104.82,117.4,16-Nov-21
REPACE-25 TAB 10 S,41.5,29.64,2,10-03-2024,SIC1087A,5,2.96,12,56.32,63.08,16-Nov-21
TRAVATAN SOLUTION 2.5ML,755,539.3,1,01-10-2022,20K24IC,5,26.97,12,512.33,573.81,16-Nov-21
TRIOLMEZEST-40 TAB 10 S,226,161.43,3,10-05-2023,GTC1139A,5,24.21,12,460.08,515.28,16-Nov-21
ASTROJOINT CAP,250,169.48,2,10-08-2022,ARPT-2361,3,10.17,18,328.79,387.97,16-Nov-21
GEN D3 NANO TAB,240,171.43,3,10-06-2023,KGO21004A,3,15.43,12,498.86,558.72,16-Nov-21
TIDOMET PLUS TAB 10 S,25.25,18.04,3,10-04-2023,2KP8H004,3,1.62,12,52.5,58.8,16-Nov-21
VOGLITOR-MF 0.2 TAB 10 SF,59.15,42.25,2,10-02-2023,2EZ6H032,3,2.54,12,81.96,91.8,16-Nov-21
NICENTA PLUS TAB 10 S,98,70,1,10-04-2023,LC1E1028E,3,2.1,12,67.9,76.04,16-Nov-21
RIFLUX FORTE LIQ 200ML,94.75,67.68,1,10-03-2023,E1019,3,2.03,12,65.65,73.53,16-Nov-21
GABATOR NT TAB 10S,262.3,187.36,1,10-02-2023,E0060,3,5.62,12,181.74,203.54,16-Nov-21
ALL 9-D CAP 10 SBB,222,158.57,1,10-07-2023,PABCB77,3,4.76,12,153.81,172.27,16-Nov-21
MOXISURGE-L DROPS,151,107.86,1,10-06-2023,CJRA506,3,3.24,12,104.62,117.18,16-Nov-21
MIGRAVAS-10mg TAB 10 SBN,53.2,38,1,11-02-2024,P-8081,3,1.14,12,36.86,41.28,16-Nov-21
SERZEST-25 MG TAB 10 SBY,51.23,36.59,1,11-01-2023,P-8163,3,1.1,12,35.49,39.75,16-Nov-21
CARACSOL EYE DROP 10ML,39,27.86,1,10-06-2023,CFIAA11,3,0.84,12,27.02,30.26,16-Nov-21
SERZEST 100 TAB 10 SB,102.48,73.2,1,11-02-2024,P-8534,3,2.2,12,71,79.52,16-Nov-21
FULLFORM-200 R/C 30 S,157.3,112.36,1,10-01-2023,BA12069,3,3.37,12,108.99,122.07,16-Nov-21
GLYPRIDE 1MG TAB 10 SBW,40,28.57,1,10-09-2022,ESX1752,3,0.86,12,27.71,31.03,16-Nov-21
BROZEET-LS SYP 100ml,104.6,74.71,1,10-04-2023,FH1269016,3,2.24,12,72.47,81.17,16-Nov-21
RABONIK 20 TAB 15 S,133.1,95.07,1,10-05-2024,GRBK21007,3,2.85,12,92.22,103.28,16-Nov-21
VOGLISTAR-GM 1 TAB,133.1,95.07,1,10-09-2022,B4GKU006,3,2.85,12,92.22,103.28,16-Nov-21
CIBOZ -200 TAB,184.65,131.89,1,10-04-2024,U101011,3,3.96,12,127.93,143.29,16-Nov-21
CLONAX MD 1 TAB 10 S,47.48,33.92,1,10-05-2025,P-8505,3,1.02,12,32.9,36.84,16-Nov-21
CLAVPOD 325MG TAB 10 S,360,257.14,1,10-07-2023,21181192,1.96,5.04,12,252.1,282.36,16-Nov-21
MELZAP-1MD TAB 10 SBP,47.4,33.86,1,10-06-2023,21441873,1.96,0.66,12,33.2,37.18,16-Nov-21
FLACORT 6MG,113.14,80.81,1,11-01-2023,QDT-210682,1.96,1.58,12,79.23,88.73,16-Nov-21
MCBM-L TAB,132,94.29,2,10-03-2023,MBZ3DC2P,1.96,3.7,12,184.88,207.06,16-Nov-21
THYROX 100MG 100 S,133.99,95.7,1,10-07-2023,MTD2152A,1.96,1.88,12,93.82,105.08,16-Nov-21
U-LAC CREAM 90GM,378,270,1,10-03-2024,AW816,1.96,5.29,12,264.71,296.47,16-Nov-21
PROTINEX DIABETE 400GM,650,483.2,1,,0,0,0,18,483.2,570.18,16-Nov-21
MULTIGING CAP,125,85,3,11-01-2022,ALF1186D,2,5.1,18,249.9,294.88,16-Nov-21
BETNOVATE C OINT 30GM,53.3,38.07,9.5,10-02-2023,DM2U,2,7.23,12,354.44,396.98,17-Nov-21
ELTROXIN 50MG 100 S,96.27,68.76,3,10-09-2022,GG40,2,4.13,12,202.15,226.41,17-Nov-21
ATARAX SYP 100ML,100.25,71.61,1,10-05-2024,LI0321022,4,2.86,12,68.75,77.01,17-Nov-21
LIV 52 SYP 200ML,135,92.81,1,10-07-2024,25210749,4,3.71,12,89.1,99.8,17-Nov-21
GEPRIDE M4 FORTE,141.75,101.25,3,10-08-2023,2105605,4,12.15,12,291.6,326.6,17-Nov-21
OLMETIME-40 TAB,107.16,76.54,1,10-02-2025,F6AMU001,4,3.06,12,73.48,82.3,17-Nov-21
AMBRODIL S SYP 100ML,27.6,19.71,9,10-03-2024,MP1214619,4,7.1,12,170.29,190.73,17-Nov-21
CLINDAC AP GEL 15GM,275,196.43,1,01-10-2022,CLG/200021,2,3.93,12,192.5,215.6,17-Nov-21
VINICOR XL 50 10TAB,64.84,46.32,1,10-04-2023,IAM011002,2,0.93,12,45.39,50.83,17-Nov-21
ALOGRACE CREAM,150,101.7,1,11-02-2022,A2JJT051,2,2.03,18,99.67,117.61,17-Nov-21
B-COUGH 100ML SYP,120,88.75,1,10-03-2023,5305,2,1.78,12,86.97,97.41,17-Nov-21
TELMA CT 40/12.5 TAB,245.5,175.35,2,10-01-2024,18210177,2,7.01,12,343.69,384.93,17-Nov-21
NIKORAN-5MG TAB 20 S,332.15,237.25,2,01-10-2022,2964H015,2,9.49,12,465.01,520.81,17-Nov-21
FEBUGET 40 TAB,178.5,127.5,3,11-02-2023,SIC2000A,2,7.65,12,374.85,419.83,17-Nov-21
EMANZEN-D TAB 10 SF,191.85,137.03,1,10-06-2023,ELF4AA1001,2,2.74,12,134.29,150.41,17-Nov-21
LEVOLIN FREE INHALER 200MD,212.28,151.63,1,11-01-2022,SA11767,2,3.03,12,148.6,166.44,17-Nov-21
VOMIKIND SYP 30ML,33.61,24.15,1,10-05-2023,A3ABU26,2,0.48,12,23.67,26.51,17-Nov-21
RANTAC SYP 100ML,120.96,86.4,1,11-02-2022,XRS21089,2,1.73,12,84.67,94.83,17-Nov-21
NUREETO 60 10 S,106,75.71,1,10-07-2022,K2001189,2,1.51,12,74.2,83.1,17-Nov-21
PREGABID-50 TAB,107,76.43,3,10-08-2023,N2102644,2,4.59,12,224.7,251.66,17-Nov-21
DUVANTA-20 10 S,104,74.29,1,10-06-2024,N2101928,2,1.49,12,72.8,81.54,17-Nov-21
QUTAN - 100 MG 1X10 S,100.5,71.79,1,10-06-2023,N2102030,2,1.44,12,70.35,78.79,17-Nov-21
CANDID B LOTION 30ML,200,142.86,1,10-08-2022,11201609,2,2.86,12,140,156.8,17-Nov-21
ITONE EYE DROPS 10ML,60,42.86,1,10-06-2024,3346,2,0.86,12,42,47.04,17-Nov-21
FEMILON TAB 21 S,274,219.2,1,10-06-2023,TO30373,2,4.38,0,214.82,214.82,17-Nov-21
PANKREOFLAT TAB 15 S,223.89,159.92,1,11-02-2023,HBEA1068,2,3.2,12,156.72,175.52,17-Nov-21
NEOPEPTINE SYP 60ML,112,80,1,01-10-2022,C11C21061,2,1.6,12,78.4,87.8,17-Nov-21
