Item Name,Item MRP,Quantity,Expiry Date,Discount Value,GST %,GST Value,Amount,Billing Date
OLMEZEST AZ 20 TAB,145,3,"July, 2022",43.5,12,41.94,391.5,04-Nov-21
TENGLYN M 500MG,191.6,1,"June, 2023",19.16,12,18.48,172.44,04-Nov-21
BECOSULES SYP 120ML,36.89,1,"August, 2022",3.69,12,3.56,33.2,04-Nov-21
EMODEL LOTION 125ML,168,1,"April, 2022",16.8,12,16.2,151.2,04-Nov-21
FLUNIL-60MG CAP 10 SBY,109.87,1,"June, 2024",10.99,12,10.6,98.88,04-Nov-21
PANTODAC 40 TAB 15 S,198.3,1,"February, 2023",19.83,12,19.12,178.47,04-Nov-21
DORZOX EYE DROP 5ML,437.18,1,"May, 2023",43.72,12,42.16,393.46,04-Nov-21
NUPENTA-40 TAB 10 SA,50,1,"May, 2024",5,12,4.82,45,04-Nov-21
LOPRESS 0.5% 5ML,66.92,1,"May, 2023",6.69,12,6.46,60.23,04-Nov-21
SUPRADYN TAB 15 S,50,1,"January, 2022",5,12,4.82,45,04-Nov-21
CILACAR-20MG 10 S,161.88,1,"March, 2023",16.19,12,15.6,145.69,04-Nov-21
GABANTIN FORTE TAB 10SF,189,1,"March, 2023",18.9,12,18.22,170.1,05-Nov-21
NEXITO-FORTE TAB 10 SF,140,1,"May, 2023",14,12,13.5,126,05-Nov-21
STUGERON 25MG TAB,199,0.16,"March, 2024",3.18,12,3.08,28.66,05-Nov-21
DOMPAN-FORTE TAB 10 SF,110,0.4,"April, 2023",4.4,12,4.24,39.6,05-Nov-21
STEMETIL MD TAB,129.76,0.4,"January, 2022",5.19,12,5,46.71,05-Nov-21
ZOFER MD 4mg TAB 10 S,52.61,0.4,"April, 2023",2.1,12,2.02,18.94,05-Nov-21
AMBROLITE TAB 10 S,28.5,1,"May, 2022",2.85,12,2.74,25.65,05-Nov-21
ASTROLIN M 75 TAB,95,1,"January, 2022",9.5,12,9.16,85.5,05-Nov-21
FRUSELAC- DS TAB 10 S,48.85,1,"May, 2023",4.89,12,4.72,43.96,05-Nov-21
NEXOVAS T TAB,103,1,"May, 2023",10.3,12,9.94,92.7,05-Nov-21
DEPAXIL CR PLUS 12.5 TAB 10 S,167.5,1,"February, 2023",16.75,12,16.16,150.75,05-Nov-21
NEUROBION FORTE TAB,34.7,1,"January, 2023",3.47,12,3.34,31.23,05-Nov-21
FAMOCID 40MG TAB 14 S,8.75,2,"June, 2024",1.75,12,1.68,15.75,05-Nov-21
AMLOPIN -AT TAB 10 SF,77.75,1,"April, 2023",7.78,12,7.5,69.97,05-Nov-21
NAPROSYN 500MG TAB 15 SBR,79,1,"July, 2024",7.9,12,7.62,71.1,05-Nov-21
ENTEROMYCITIN EAR DROP 5ML,33,1,"March, 2024",3.3,12,3.18,29.7,05-Nov-21
DICLORAN A TAB 10 S,61.26,0.6,"October, 2023",3.68,12,3.54,33.08,05-Nov-21
CTD-12.5 TAB 15 S,112.5,1,"January, 2024",11.25,12,10.84,101.25,05-Nov-21
NUPENTA-40 TAB 10 SA,50,1,"May, 2024",5,12,4.82,45,05-Nov-21
PYRIGESIC 1000M TAB,31,0.4,"June, 2024",1.24,12,1.2,11.16,05-Nov-21
CYRA-D CAP 10 SF,43,1,"June, 2023",4.3,12,4.14,38.7,05-Nov-21
CILACAR-T TAB 10 SBOX,129.38,1,"May, 2023",12.94,12,12.48,116.44,05-Nov-21
SEBIFIN 250MG TABS 15 S,378,1,"January, 2023",37.8,12,36.46,340.2,05-Nov-21
ZYDIP-C CREAM 20GM,120,1,"January, 2023",12,12,11.58,108,05-Nov-21
BDFIX 200MG 10S,105,1,"March, 2023",10.5,12,10.12,94.5,05-Nov-21
VOZET 5MG TAB 10 S,77.25,0.3,"May, 2023",2.32,12,2.24,20.86,05-Nov-21
SRT - 25mg TAB 10 SA,51.15,3,"February, 2022",15.35,12,14.8,138.1,05-Nov-21
TORBULK 180GM,380.1,1,"March, 2022",38.01,12,36.66,342.09,05-Nov-21
PAUSE 500mg TAB 10 SA,182.78,0.2,"March, 2025",3.66,5,1.56,32.9,05-Nov-21
TORLEVA 250 TAB,65.25,1,"January, 2023",6.53,12,6.3,58.72,05-Nov-21
ECOSPRIN-AV 75/20 CAP 10 SF,35.76,1,"January, 2022",3.58,12,3.44,32.18,05-Nov-21
TAZLOC 40MG TAB 10 SF,73.58,1,"April, 2023",7.36,12,7.1,66.22,05-Nov-21
CANESTEN-S CREAM 15GM,98,1,"April, 2023",9.8,12,9.44,88.2,05-Nov-21
EVION-200MG CAP 10 S,17.43,3,"June, 2023",5.23,12,5.04,47.06,05-Nov-21
CELIN 500MG TAB 25 S,38.64,1,"April, 2023",3.86,12,3.72,34.78,05-Nov-21
PYRIGESIC 1000M TAB,31,1,"July, 2024",3.1,12,2.98,27.9,05-Nov-21
RESPIRA LS SYP 60ML,32.5,1,"February, 2023",3.25,12,3.14,29.25,05-Nov-21
GLOEYE TAB 10 SF,269,2,"April, 2023",53.8,18,73.86,484.2,05-Nov-21
XINEP EYE DROP 5ML,168,1,"February, 2023",16.8,12,16.2,151.2,05-Nov-21
ALZOLAM 0.25MG TAB 10 S,15.9,1,"January, 2023",1.59,12,1.54,14.31,05-Nov-21
FERIKIND TAB 10 SF,104.67,1,"February, 2022",10.47,12,10.1,94.2,05-Nov-21
ECOD PLUS CAP 15 S,251,1,"February, 2023",25.1,18,34.46,225.9,05-Nov-21
FAMTAC 40MG TAB 14 S,26.48,2,"April, 2023",5.3,12,5.1,47.66,05-Nov-21
DIAMICRON XR 60 TAB 14 S,196,1,"April, 2024",19.6,12,18.9,176.4,05-Nov-21
CALCIMAX PLUS SYP 200ML,142,1,"January, 2023",14.2,12,13.7,127.8,05-Nov-21
NEOPEPTINE DROP 15ML,99,1,"July, 2022",9.9,12,9.54,89.1,05-Nov-21
COVERSYL 2MG TAB 10 S,126.5,1,"May, 2023",12.65,12,12.2,113.85,05-Nov-21
SNORAB 20 TAB 10 SA,65,1,"October, 2022",6.5,12,6.26,58.5,05-Nov-21
T-BACT OINT 15GM,319.3,1,"February, 2022",31.93,12,30.78,287.37,05-Nov-21
ZERODOL-SP TAB 10 SA,107.6,0.2,"February, 2023",2.15,12,2.08,19.37,05-Nov-21
ROXIFENAC-SP TAB,85,1.5,"July, 2023",0,12,13.66,127.5,05-Nov-21
EVION-600MG CAP 10 SBOX,47,3,"August, 2023",0,12,15.1,141,05-Nov-21
KENACORT 4 TAB,120.68,0.333,"August, 2023",0,12,4.32,40.23,05-Nov-21
PROTEKT CAP 10 S,50,1,"June, 2023",0,12,5.36,50,05-Nov-21
ZEROSTAT-VT SPACER,436.59,1,"May, 2026",17.46,12,44.9,419.13,05-Nov-21
LUPITUSS SYP 100ML,130.7,1,"January, 2022",13.07,12,12.6,117.63,05-Nov-21
BUDETROL 200 INHEALER,317.72,1,"April, 2024",31.77,12,30.64,285.95,05-Nov-21
SORBILINE SYP. 200ML,139.77,1,"July, 2024",13.98,12,13.48,125.79,05-Nov-21
SEVISTA 60 TAB,389.2,1,"January, 2023",38.92,12,37.54,350.28,05-Nov-21
DROTIN PLUS TAB,167.77,1,"July, 2024",16.78,12,16.18,150.99,05-Nov-21
ETOSA-P TAB,63,1,"October, 2022",0,12,6.76,63,05-Nov-21
ONASOLONE-4 TAB,60,0.5,"October, 2022",0,12,3.22,30,05-Nov-21
EVION-200MG CAP 10 S,17.43,1,"June, 2023",0,12,1.86,17.43,05-Nov-21
NEORELAX MR 8 TAB 10 SBB,318,1,"August, 2023",0,12,34.08,318,05-Nov-21
ROSULIP 10 TAB,265.65,1,"February, 2024",26.57,12,25.62,239.08,05-Nov-21
NIFTAS-50 TAB 10 SA,76.5,3,"February, 2024",22.95,12,22.14,206.55,05-Nov-21
LUPISULIN-R CART. 3ML,290.15,1,"June, 2023",29.02,5,12.44,261.13,05-Nov-21
DIAPRIDE-M1 FORTE 10 SB,114.75,1,"January, 2023",11.48,12,11.06,103.27,05-Nov-21
FAMOCID 40MG TAB 14 S,8.75,1,"June, 2024",0.88,12,0.84,7.87,05-Nov-21
PANTAKIND DSR 10 S,88.55,1,"January, 2022",8.86,12,8.54,79.69,05-Nov-21
CTD-T 12.5/40 TAB 10 SA,193.55,1,"June, 2022",19.36,12,18.66,174.19,05-Nov-21
FOLITRAX-10 TAB 10 SBB,127.16,0.2,"February, 2023",2.54,5,1.1,22.89,05-Nov-21
ENZOMAC PLUS 10 SBOX,256,1,"April, 2024",25.6,12,24.68,230.4,05-Nov-21
OLMETIME-40 TAB,107.16,1,"March, 2023",10.72,12,10.34,96.44,05-Nov-21
FLACORT 6MG,102.85,1,"March, 2023",10.29,12,9.92,92.56,05-Nov-21
TECZINE 5MG TAB 10 S,88,0.5,"February, 2023",4.4,12,4.24,39.6,05-Nov-21
KARVOL PLUS CAP 10 SBG,76.2,1,"April, 2023",7.62,12,7.34,68.58,05-Nov-21
MACBERY SYP 100ML,99,1,"January, 2022",9.9,12,9.54,89.1,05-Nov-21
BDFIX 200MG 10S,105,1,"March, 2023",10.5,12,10.12,94.5,05-Nov-21
BETADINE GARGLE 100ML,230,1,"October, 2022",23,12,22.18,207,05-Nov-21
PROTINEX DIABETE 400GM,560,1,"October, 2022",22.4,18,82,537.6,05-Nov-21
GLIMILIFE M2 TAB,148,1,"January, 2022",14.8,12,14.28,133.2,05-Nov-21
ROTIN 5MG TAB 10 S,79,1,"January, 2024",7.9,12,7.62,71.1,05-Nov-21
VOGLI 0.3 TAB 10 SA,137,1,"February, 2023",13.7,12,13.22,123.3,05-Nov-21
AMLOKIND 5 TAB,20,1,"May, 2024",2,12,1.92,18,05-Nov-21
LACTOGEN (1) 450GM,360,1,,14.4,18,52.72,345.6,05-Nov-21
AMRUTANJAN STRONG 9ML,42,1,"February, 2024",0,12,4.5,42,05-Nov-21
DAPABITE 10 TAB,149,1,"February, 2024",14.9,12,14.36,134.1,05-Nov-21
VIBITE M 1000 TAB,165,1,"March, 2022",16.5,12,15.92,148.5,05-Nov-21
ZAPTRA 25MG CAP 10 SF,234,1,"April, 2023",23.4,12,22.56,210.6,05-Nov-21
SGF 500 TAB 1PH,270,1,,10.8,12,27.78,259.2,05-Nov-21
METOSARTAN-50 TAB 10 SF,196,1,"June, 2023",19.6,12,18.9,176.4,05-Nov-21
TELPRES MT 25MG TAB,283.58,1,"August, 2022",28.36,12,27.34,255.22,05-Nov-21
PANTOGEN 40MG TAB,78,1,"April, 2022",7.8,12,7.52,70.2,05-Nov-21
MOLI TAB 10 S,50,1,"July, 2023",5,12,4.82,45,05-Nov-21
PENTISAN-DSR CAP,95,3,"March, 2023",0,12,30.54,285,05-Nov-21
PANTOROX-40 TAB,62,3,"July, 2023",0,12,19.92,186,05-Nov-21
AMLONA-5 TAB,39.5,2,"April, 2022",0,12,8.46,79,05-Nov-21
COECORTT-6 TAB,126,3,"May, 2023",0,12,40.5,378,05-Nov-21
LYCAM-P TAB,79,3,"September, 2022",0,12,25.4,237,05-Nov-21
FEN XN GEL 30GM,80,1,"September, 2022",0,12,8.58,80,05-Nov-21
COREX-DX SYP 100ML,120.38,1,"July, 2023",12.04,12,11.6,108.34,05-Nov-21
CHLOROCOL -(PLUS) DROP 5ML,75.86,1,"January, 2022",7.59,12,7.32,68.27,05-Nov-21
TEAR-DROPS EYE DROP 10ML,143.32,1,"April, 2023",14.33,12,13.82,128.99,05-Nov-21
SERADIC AP TAB,95,0.6,"February, 2022",5.7,12,5.5,51.3,05-Nov-21
SHELCAL HD TAB 15 S,113.6,1,"February, 2023",11.36,12,10.96,102.24,05-Nov-21
DV 60K CAP,263.7,0.5,"February, 2023",13.19,12,12.72,118.66,05-Nov-21
NUHENZ TAB,245,1,"January, 2023",24.5,12,23.62,220.5,05-Nov-21
PEPTOCARMIN LIQ 200ML,105,1,"February, 2022",10.5,12,10.12,94.5,05-Nov-21
FLACORT 6MG,113.14,1,"January, 2023",11.31,12,10.92,101.83,05-Nov-21
ETOSHINE-90 TAB 10 SBW,150,1,"February, 2023",15,12,14.46,135,05-Nov-21
ATEN 25MG TAB 14 S,27.9,1,"February, 2023",2.79,12,2.7,25.11,05-Nov-21
METMAX CAP,425.19,2,"January, 2023",85.04,12,82,765.34,05-Nov-21
GINKOCER TAB 10 SBY,212.19,2,"May, 2024",42.44,12,40.92,381.94,05-Nov-21
GINKOCER TAB 10 SBY,192.9,1,"February, 2024",19.29,12,18.6,173.61,05-Nov-21
GINKOCER TAB 10 SBY,212.19,3,"August, 2024",63.66,12,61.38,572.91,05-Nov-21
ADMENTA-10 TAB 10 S,192,1,"March, 2023",19.2,12,18.52,172.8,05-Nov-21
ADMENTA-10 TAB 10 S,202,2,"June, 2023",40.4,12,38.96,363.6,05-Nov-21
XYLOMIST NASAL (P) 10ML,43.9,1,"May, 2023",4.39,12,4.24,39.51,05-Nov-21
RANTAC SYP 100ML,80.64,1,"February, 2022",8.06,12,7.78,72.58,05-Nov-21
AMLODAC 5 TAB 30 S,87.69,1,"April, 2023",8.77,12,8.46,78.92,05-Nov-21
CALPOL 650 TAB 15 S,30.91,1,"June, 2024",3.09,12,2.98,27.82,05-Nov-21
BETNOVATE C OINT 30GM,53.3,1,"March, 2023",5.33,12,5.14,47.97,05-Nov-21
ZINCOVIT CL SYP 200ML,140,1,"June, 2022",14,18,19.22,126,05-Nov-21
TEXAKIND-MF 10TAB,229,1,"October, 2022",22.9,12,22.08,206.1,05-Nov-21
PROTEKT CAP 10 S,50,0.5,"June, 2023",0,12,2.68,25,05-Nov-21
CILAHEART T TAB,97.4,1,"April, 2023",9.74,12,9.4,87.66,05-Nov-21
VOGLISTAR-GM 1 TAB,133.1,1,"October, 2022",13.31,12,12.84,119.79,05-Nov-21
ATIVAN 1MG TAB 30 S,68,0.333,"February, 2022",2.27,12,2.18,20.4,05-Nov-21
AMRUTANJAN STRONG 9ML,40,2,"February, 2024",0,12,8.58,80,05-Nov-21
FORACORT 400 INHALER,411.26,1,"July, 2024",41.13,12,39.66,370.13,05-Nov-21
GERBISA-5MG TAB 10 SBB,11.22,1,"June, 2023",1.12,12,1.08,10.1,05-Nov-21
LUPITUSS SYP 100ML,130.7,1,"January, 2022",13.07,12,12.6,117.63,05-Nov-21
SORBITRATE 5MG TAB 50 S,42,0.2,"February, 2024",0.84,12,0.82,7.56,05-Nov-21
ATIVAN 2MG TAB,82.99,2,"April, 2023",16.6,12,16,149.38,05-Nov-21
ECOSPRIN-AV 75 CAP 15 S,55.16,2,"January, 2022",11.03,12,10.64,99.29,05-Nov-21
ECOSPRIN-AV 75/20 CAP 10 SF,35.76,1,"January, 2022",3.58,12,3.44,32.18,05-Nov-21
PROTEKT CAP 10 S,50,0.7,"June, 2023",0,12,3.76,35,05-Nov-21
PROTEKT-40 TAB,85,3,"March, 2022",0,12,27.32,255,05-Nov-21
PANTOROX D CAP,66,1.5,"July, 2023",0,12,10.6,99,05-Nov-21
ROXIFENAC-SP TAB,85,1.5,"July, 2023",0,12,13.66,127.5,05-Nov-21
URISPAS TAB 15 S,377.56,0.4,"March, 2023",15.1,12,14.56,135.92,05-Nov-21
PANTOROX-40 TAB,62,1,"July, 2023",0,12,6.64,62,06-Nov-21
ETOSA-P TAB,63,1,"October, 2022",0,12,6.76,63,06-Nov-21
EVITE-400 TAB,90,1,"September, 2022",0,12,9.64,90,06-Nov-21
ZYLORIC 100MG TAB 10 S,21.15,1,"February, 2024",0,12,2.26,21.15,06-Nov-21
ZITHROCIN 250 TAB 6 S BOX,118.44,0.833,"May, 2023",9.87,12,9.52,88.83,06-Nov-21
TAKFA OINT 10GM,144,1,"February, 2023",14.4,12,13.88,129.6,06-Nov-21
DILZEM-SR 90MG TAB,156.95,2,"March, 2024",31.39,12,30.26,282.51,06-Nov-21
UPRISE-D3 60K CAPS,265.13,1,"March, 2023",26.51,12,25.56,238.62,06-Nov-21
GABANEURON-100 TAB,139.55,1,"June, 2024",13.96,12,13.46,125.59,06-Nov-21
NUPENTA DSR CAP,181.5,0.667,"April, 2024",12.1,12,11.66,108.9,06-Nov-21
LIPIKIND-F TAB 10 SF,74.39,1,"June, 2023",7.44,12,7.18,66.95,06-Nov-21
ALL-9 BOH TAB,196,1,"March, 2023",19.6,18,26.9,176.4,06-Nov-21
DYDROFEM-10 TAB,550,1,"June, 2023",55,12,53.04,495,06-Nov-21
FERTIGYN HP-5000IU 1AMP,439.26,1,"May, 2024",43.93,5,18.82,395.33,06-Nov-21
ASOMEX-1.25MG TAB 15 S,52.05,1,"September, 2023",5.21,12,5.02,46.84,06-Nov-21
ZUKANORM M 500 TAB,67.5,2,"May, 2023",13.5,12,13.02,121.5,06-Nov-21
CILACAR T 80 TAB 10 S,184.79,1,"May, 2023",18.48,12,17.82,166.31,06-Nov-21
NATRILIX-SR TAB 10 SA,119.9,1,"April, 2024",11.99,12,11.56,107.91,06-Nov-21
GABANTIN FORTE TAB 10SF,189,2,"July, 2022",37.8,12,36.46,340.2,06-Nov-21
CORALIUM-D3 TAB 10 SBOX,148.3,1,"March, 2023",14.83,12,14.3,133.47,06-Nov-21
METOSARTAN-50 TAB 10 SF,196,2,"June, 2023",39.2,12,37.8,352.8,06-Nov-21
DROTIN DS TAB 15 S,185.5,1,"May, 2023",18.55,12,17.88,166.95,06-Nov-21
BETAHIST FORTE 10 S,96.5,1,"August, 2023",9.65,12,9.3,86.85,06-Nov-21
STORVAS 40 MG 10 S ****,216.59,1,"September, 2023",21.66,12,20.88,194.93,06-Nov-21
LEVIPIL-500 TAB 10 SBOX,132,2,"August, 2022",26.4,12,25.46,237.6,06-Nov-21
LIOFEN 10MG TAB 10 SBOX,113.05,1,"April, 2023",11.31,5,4.84,101.74,06-Nov-21
NEXITO-PLUS TAB 10 S,103,1,"July, 2023",10.3,12,9.94,92.7,06-Nov-21
PANTOCID- DSR CAP 15 S,210,1,"June, 2023",21,12,20.26,189,06-Nov-21
NIKORAN-5MG TAB 20 S,332.15,1,"October, 2022",33.22,12,32.02,298.93,06-Nov-21
PAN-40MG TAB 15 S,149,1,"January, 2024",14.9,12,14.36,134.1,06-Nov-21
SEROFLO 250 CFC FREE INHALAER,685.14,1,"June, 2023",68.51,12,66.06,616.63,06-Nov-21
LOSAR-H TAB 15 SB,191.25,1,"July, 2023",19.13,12,18.44,172.12,06-Nov-21
AUGMENTIN-625 DUO TAB 10 S,201.71,1,"January, 2023",20.17,12,19.46,181.54,06-Nov-21
CALPOL 500 TAB 15 S,15.04,0.267,"March, 2024",0.4,12,0.38,3.61,06-Nov-21
VOZET 5MG TAB 10 S,77.25,0.7,"May, 2023",5.41,12,5.22,48.67,06-Nov-21
VIZYLAC CAP,63.05,0.667,"January, 2022",4.2,12,4.06,37.83,06-Nov-21
BETADINE GARGLE 50ML,140,1,"January, 2022",14,12,13.5,126,06-Nov-21
LANTUS CARTRIDGE 3ML,722.54,1,"February, 2024",72.25,5,30.96,650.29,06-Nov-21
NOVOFINE NEEDLE 0.25X6MM,15.1,2,"July, 2025",0,12,3.24,30.2,06-Nov-21
GEMER P2 TAB 10 S,163,1,"July, 2023",16.3,12,15.72,146.7,06-Nov-21
TRIVOLIB-2mg TAB 10 SBOX,199,1,"June, 2024",19.9,12,19.18,179.1,06-Nov-21
THROMBOPHOB GEL 20GM,171.6,1,"June, 2024",17.16,12,16.54,154.44,06-Nov-21
QUITIBRUS SR 100 TAB,84,2,"October, 2022",16.8,12,16.2,151.2,06-Nov-21
GEMER-1 TAB***,127.2,2,"June, 2023",25.44,12,24.54,228.96,06-Nov-21
VOLIBO-M 0.3 TABS 10 S,155,2,"February, 2023",31,12,29.9,279,06-Nov-21
D3 MUST DROP 15ML,39.31,1,"October, 2022",3.93,12,3.8,35.38,06-Nov-21
CLO DIP 1MG,47,1,"April, 2023",4.7,12,4.54,42.3,06-Nov-21
SERON TAB 10 S,45,3,"May, 2022",13.5,12,13.02,121.5,06-Nov-21
AMLOSAFE TM 40 TAB,76,2,"June, 2023",15.2,12,14.66,136.8,06-Nov-21
FOLITRAX 5MG 10 S,88.09,1,"May, 2024",8.81,5,3.78,79.28,06-Nov-21
LEFNO 10 TAB 10 SA,112.33,3,"June, 2023",33.7,12,32.5,303.29,06-Nov-21
FAMTAC 40MG TAB 14 S,26.48,2,"April, 2023",5.3,12,5.1,47.66,06-Nov-21
FOLVITE TAB 45 SBY,68.78,0.222,"May, 2022",1.53,12,1.48,13.75,06-Nov-21
JICOMVIT 15 TAB,118,1,"January, 2023",11.8,18,16.2,106.2,06-Nov-21
PUNCH-DSR CAP 10 S,110,1,"February, 2022",11,12,10.6,99,06-Nov-21
CEPODEM XP 325 10 S BOX,364,1,"January, 2022",36.4,12,35.1,327.6,06-Nov-21
MIGRAVAS-10mg TAB 10 SBN,53.2,1,"February, 2024",5.32,12,5.14,47.88,06-Nov-21
P-650 TAB 10 S,20.61,0.4,"June, 2024",0.82,12,0.8,7.42,06-Nov-21
GLYCIPHAGE 250mg 10 S,10.5,1,"August, 2023",1.05,12,1.02,9.45,06-Nov-21
SERTA 50 TAB 15 S,167.6,1,"February, 2023",16.76,12,16.16,150.84,06-Nov-21
PUNCH-DSR CAP 10 S,110,1,"February, 2022",11,12,10.6,99,06-Nov-21
ZEDOTT-100MG CAP 10 S,212.2,0.4,"March, 2023",8.49,12,8.18,76.39,06-Nov-21
NERVUP-OD TAB,299.52,2,"August, 2022",59.9,12,57.76,539.14,06-Nov-21
BECOSULES PLUS CAP,175.45,1,"February, 2022",17.55,12,16.92,157.9,06-Nov-21
TIDE-5 TAB 10 SBOX,33.4,2,"March, 2023",6.68,12,6.44,60.12,06-Nov-21
FLODART TAB 10 SBOX,82,2,"June, 2023",16.4,12,15.82,147.6,06-Nov-21
NEXOVAS-5 TAB,97.35,2,"March, 2023",19.47,12,18.78,175.23,06-Nov-21
CALCIMAX-P TAB 15 S,165,2,"October, 2022",33,18,45.3,297,06-Nov-21
COVANCE-AT TAB 10 SBB,143,3,"January, 2022",42.9,12,41.36,386.1,06-Nov-21
CAL-123 TAB 15 S BOX,180,2,"March, 2023",36,12,34.72,324,06-Nov-21
PANTOCID- DSR CAP 15 S,210,1,"June, 2023",21,12,20.26,189,06-Nov-21
PROPYSALIC-NF 6%OINT 20GM,185,1,"June, 2022",18.5,12,17.84,166.5,06-Nov-21
KETO-B CREAM 10GM,112,1,"January, 2022",11.2,12,10.8,100.8,06-Nov-21
CINEMAX TAB,118.75,1,"July, 2022",11.88,12,11.46,106.87,06-Nov-21
MOISTUREX SYNDET BAR,163.5,1,"January, 2023",6.54,18,23.94,156.96,06-Nov-21
ZEDEX- SF SYP 100ML,139,1,"April, 2023",13.9,12,13.4,125.1,06-Nov-21
CANDID B LOTION 30ML,200,1,"July, 2022",20,12,19.28,180,06-Nov-21
GRENIL TAB 10 S,51.15,1,"March, 2024",5.12,12,4.94,46.03,06-Nov-21
ADVITAMIN BABY OIL 340ML,235,1,"January, 2023",23.5,12,22.66,211.5,06-Nov-21
RHUMASYL OIL 100ML,210,1,"August, 2023",8.4,12,21.6,201.6,06-Nov-21
CALPOL 650 TAB 15 S,30.91,0.333,"June, 2024",1.03,12,1,9.27,06-Nov-21
CALCIDEF TAB,150,2,"May, 2023",30,18,41.18,270,06-Nov-21
VALPARIN SYR 200ML,129.92,1,"January, 2023",12.99,12,12.52,116.93,06-Nov-21
SULPITAC 200 10 S,258,1,"April, 2024",25.8,12,24.88,232.2,06-Nov-21
SUSTEN- 100 INJ. AMP,136,2,"January, 2023",27.2,12,26.22,244.8,06-Nov-21
PANTAKIND TAB,57.97,1,"March, 2023",5.8,12,5.58,52.17,06-Nov-21
BETADINE LOTION 100ML,104.16,1,"August, 2023",10.42,12,10.04,93.74,06-Nov-21
SENSODYNE FRESH GEL 75g,115,1,"July, 2023",4.6,18,16.84,110.4,06-Nov-21
CONCOR-COR 2.5MG 10 S,70.99,3,"May, 2023",21.3,12,20.54,191.67,06-Nov-21
TELMIKIND- 40 TAB 10 S,34.85,3,"June, 2023",10.46,12,10.08,94.09,06-Nov-21
RANTAC DOM TAB,50.51,1,"August, 2022",5.05,12,4.88,45.46,06-Nov-21
AVAMYS NASAL SPRAY 1 S,404.5,1,"April, 2022",40.45,12,39,364.05,06-Nov-21
AMITRYN-10MG TAB 10 SBB,25.5,1,"January, 2024",2.55,12,2.46,22.95,06-Nov-21
EMIKIND MD 5mg. TAb 10 SF,44,3,"July, 2022",13.2,12,12.72,118.8,06-Nov-21
DESVAL-ER 500 10 SBW,145.8,1,"January, 2023",14.58,12,14.06,131.22,06-Nov-21
DYTOR-PLUS 10 TAB 15 SB,81.19,1,"June, 2023",8.12,12,7.82,73.07,06-Nov-21
CLOPITAB 75MG TAB 15 S,97.41,1,"July, 2022",9.74,12,9.4,87.67,06-Nov-21
PROLOMET R 25 TAB 10 SF,160,1,"July, 2023",16,12,15.42,144,06-Nov-21
ALPRAX 0.5MG TAB 15 S,55.6,1,"October, 2023",5.56,12,5.36,50.04,06-Nov-21
ECOSPRIN 75MG TAB 14 S,4.86,1,"January, 2022",0.49,12,0.46,4.37,06-Nov-21
ATORVA 80 MG TAB 10 SF,615,1,"May, 2023",61.5,12,59.3,553.5,06-Nov-21
METPURE XL- 25 10 S,116.55,1,"April, 2023",11.66,12,11.24,104.89,06-Nov-21
S-VOCITA PLUS 10 SA,130.4,1,"October, 2022",13.04,12,12.58,117.36,06-Nov-21
B-BACT OINT 5G,131.95,1,"April, 2022",13.2,12,12.72,118.75,06-Nov-21
ARPIZOL-5 TAB 10 SBW,71,3,"March, 2022",21.3,12,20.54,191.7,06-Nov-21
MONTEK AB TAB 10 SF,226,2,"January, 2023",45.2,12,43.58,406.8,06-Nov-21
ZYRCOLD SYP. 100 ML,79.75,1,"July, 2023",7.98,12,7.68,71.77,06-Nov-21
T-BACT OINTMENT 5GM,134,1,"August, 2022",13.4,12,12.92,120.6,06-Nov-21
ODOXIL 250MG DT 10 S,41.55,0.8,"January, 2024",3.32,12,3.2,29.92,06-Nov-21
FERISOME TAB,268,1,"October, 2022",26.8,18,36.8,241.2,06-Nov-21
NITROCONTIN 2.6MG 25 S,257,1,"February, 2023",25.7,12,24.78,231.3,06-Nov-21
FEBUGET 40 TAB,178.5,1,"February, 2023",17.85,12,17.22,160.65,06-Nov-21
PANTOCID- DSR CAP 15 S,210,1,"June, 2023",21,12,20.26,189,06-Nov-21
REVLAMER-800 TAB,175,1,"September, 2022",17.5,12,16.88,157.5,06-Nov-21
TIDE 20 TABS 10 S,90.1,1,"August, 2022",9.01,12,8.68,81.09,06-Nov-21
REVLAMER-400 TAB,93,1,"February, 2022",9.3,12,8.96,83.7,06-Nov-21
URSOCOL SR 450 CAP,595.5,1,"April, 2023",59.55,5,25.52,535.95,06-Nov-21
ENZELO-10000 CAP,203.32,1,"February, 2022",20.33,12,19.6,182.99,06-Nov-21
RESNER PLUS TAB,171.45,1,"February, 2023",17.15,12,16.54,154.3,06-Nov-21
PANTACON DSR CAP,165,1,"April, 2022",16.5,12,15.92,148.5,06-Nov-21
EVION-400MG CAP 10 S,32.7,2,"July, 2023",6.54,12,6.3,58.86,06-Nov-21
TELMA - H TAB 30 S,484,1,"February, 2024",48.4,12,46.68,435.6,06-Nov-21
LIPICURE-20 15 S,223.78,2,"April, 2024",44.76,12,43.16,402.8,06-Nov-21
AMINOFIT CAP 15 S,251,2,"January, 2023",50.2,18,68.92,451.8,06-Nov-21
NMF-E LOTION 200ML,330,1,"October, 2022",33,18,45.3,297,06-Nov-21
SOMPRAZ D 40 TAB,217,2,"July, 2023",43.4,12,41.86,390.6,06-Nov-21
MUSCODAC GEL 30GM,135,1,"July, 2022",13.5,12,13.02,121.5,06-Nov-21
